"Name","Sex","Event","Equipment","Age","AgeClass","Division","BodyweightKg","WeightClassKg","Squat1Kg","Squat2Kg","Squat3Kg","Squat4Kg","Best3SquatKg","Bench1Kg","Bench2Kg","Bench3Kg","Bench4Kg","Best3BenchKg","Deadlift1Kg","Deadlift2Kg","Deadlift3Kg","Deadlift4Kg","Best3DeadliftKg","TotalKg","Place","Wilks","McCulloch","Glossbrenner","IPFPoints","Tested","Country","Federation","Date","MeetCountry","MeetState","MeetName","id","na_count"
"Jun Furukawa","M","SBD","Single-ply",16.5,"16-17","Sub-Juniors",72.45,"74",190,210,-230,NA,210,80,NA,NA,NA,80,120,NA,NA,NA,120,410,"2",299.45,323.4,289.89,396.35,"Yes","Japan","IPF","2013-08-27","USA","TX","World Juniors & Sub-Juniors Championships",1024140,7
"Michael Edenhofer","M","SBD","Single-ply",28,"24-34","Open",111.2,"120",195,205,215,NA,215,105,112.5,117.5,NA,117.5,225,245,252.5,NA,252.5,585,"2",343.14,343.14,328.57,424.87,"Yes","","BVDK","2011-07-16","Germany","BY","Bayerische Meisterschaften KDK",11539,3
"Artem Tsigankin","M","SBD","Single-ply",20.5,"20-23","Juniors",60,"60",195,-205,-207.5,NA,195,122.5,-130,130,NA,130,180,-195,-195,NA,180,505,"3",430.7,439.32,419.66,537.79,"Yes","","UkrainePF","2007-04-17","Ukraine","","Ukrainian Junior Powerlifting Championships",35495,3
"Jim Nuttall","M","SBD","Multi-ply",26,"24-34","O",139.7,"140",-395,395,-410,NA,395,-325,325,340,NA,340,300,320,-350,NA,320,1055,"1",589.73,589.73,558.76,649.83,"","UK","WPC","2009-11-17","England","","World Championships",1246426,3
"Sean Fallon","M","SBD","Raw",17.5,"18-19","MR-T",99.6,"105",182.5,192.5,NA,NA,192.5,110,117.5,-125,NA,117.5,210,217.5,-227.5,NA,217.5,527.5,"2",321.55,340.84,309.07,454.84,"Yes","","USAPL","2015-05-30","USA","MA","MA & RI Open State Championships",694390,4
"Eathan Sanders","M","SBD","Raw",26,"24-34","Open",88.04,"90",NA,NA,190,NA,190,120,NA,NA,NA,120,NA,NA,235,NA,235,545,"4",351.93,351.93,339.31,512.79,"Yes","","RAW","2018-05-19","USA","","American Challenge",657399,9
"Birgit Elssner","F","BD","Raw",40,"40-44","F-M1R",152.9,"90+",NA,NA,NA,NA,NA,47.5,52.5,57.5,NA,57.5,135,145,150,152.5,150,207.5,"1",159.44,159.44,133.47,NA,"","Canada","CPF","2017-01-28","Canada","NS","Winter Power Challenge",1223014,7
"Tammy Cutrona","F","SBD","Single-ply",50,"50-54","Masters 2",51.54,"52",97.5,105,107.5,NA,107.5,62.5,67.5,70,NA,70,110,117.5,122.5,NA,122.5,300,"1",376.56,425.52,333.91,471.82,"Yes","USA","IPF","2016-10-03","Estonia","","World Masters Championships",1030481,3
"幸喜輝明","M","SBD","Single-ply",23,"20-23","Open",82.5,"82.5",240,-260,260,NA,260,190,200,-205,NA,200,230,240,-250,NA,240,700,"2",468.93,468.93,452.71,584.27,"Yes","","JPA","2004-07-16","Japan","","Japanese Powerlifting Championships",52571,3
"Jane Boyd","F","SBD","Raw",34,"24-34","F_O_R_ABPU",82.5,"82.5",80,90,100,NA,100,55,60,-65,NA,60,100,110,-120,NA,110,270,"1",242.99,242.99,212.7,417.27,"Yes","","BPU","2016-03-06","England","","South West Qualifier 2",157460,3
"Bogdan Kovalenko","M","SBD","Raw",17,"16-17","T (16-17)",80.5,"82.5",180,-190,200,NA,200,90,100,-105,NA,100,200,215,220,-230.5,220,520,"1",353.62,381.91,341.55,516.76,"Yes","Azerbaijan","WPC","2009-10-01","Russia","","Raw World Championships",1248541,2
"Andre King","M","SBD","Raw",21.5,"20-23","MR-Jr",73.6,"74",150,157.5,-167.5,NA,157.5,102.5,-107.5,107.5,NA,107.5,130,135,145,NA,145,410,"9",296.06,299.02,286.5,417.14,"Yes","","USAPL","2016-04-16","USA","CA","California State Championships",757260,3
"Aleksandra Kuschiy","F","SBD","Single-ply",22.5,"20-23","Juniors",47.35,"48",107.5,112.5,-115,NA,112.5,52.5,-55,-55,NA,52.5,130,132.5,-135,NA,132.5,297.5,"8",397.96,397.96,354.56,486.54,"Yes","","FPR","2004-04-15","Russia","","Russian Juniors Powerlifting Championships",948612,3
"Claudia Gren","F","SBD","Wraps",24.5,"24-34","FO",59.9,"60",90,-95,-95,NA,90,55,-57.5,-57.5,NA,55,100,110,120,NA,120,265,"2",295.83,295.83,261.38,464.86,"","","GPC-GB","2018-07-15","England","","No Dumbbells",919673,3
"Mariah Liggett","F","SBD","Multi-ply",39.5,"35-39","Open",67.5,"67.5",202.5,220,-232.5,NA,220,122.5,130,132.5,NA,132.5,197.5,212.5,-220,NA,212.5,565,"1",576.65,576.65,508.69,706.78,"","USA","APF","1998-07-04","USA","IL","Senior Nationals",134875,3
"May-Gun Grönholm","F","SBD","Single-ply",50.5,"50-54","Masters 2",65.1,"67.5",-105,-105,105,NA,105,-55,55,60,NA,60,115,125,-135,NA,125,290,"5",303.89,343.4,268.23,419.77,"Yes","Finland","IPF","2006-10-02","USA","TX","World Masters Powerlifting Championships",1029566,3
"香西 和義","M","SBD","Raw",60.5,"60-64","Masters 3",100.3,"105",190,202,205,NA,205,120,130,136,NA,136,190,207.5,211.5,NA,211.5,552.5,"1",335.84,450.03,322.74,478.26,"Yes","","JPA","2017-09-16","Japan","","Japanese Masters Classic Powerlifting Championships",58788,3
"Nikolay Nikolaevich","M","SBD","Raw",24.5,"24-34","Amateur Open",74.1,"75",165,172.5,177.5,NA,177.5,125,130,-132.5,NA,130,215,225,230,NA,230,537.5,"1",386.26,386.26,373.74,570.36,"","","WPC-RUS","2017-10-07","Russia","","Open Siberian Cup",1211983,3
"Rhys Bennett","M","SBD","Raw",32.5,"24-34","Open",111.2,"120",-190,190,-200,NA,190,145,150,155,NA,155,-240,-250,250,NA,250,595,"2",349.01,349.01,334.18,489.5,"Yes","","PA","2014-11-29","Australia","QLD","Summer UQ Novice II",208844,3
"Marie Hauschild","F","SBD","Single-ply",22,"20-23","Open",71.2,"72",-190,190,NA,NA,190,115,120,-125,NA,120,165,172.5,-180,NA,172.5,482.5,"6",474.48,479.22,418.07,606.15,"Yes","Germany","BVDK","2018-05-26","Germany","MV","Finale Bundesliga KDK",12300,4
"Omotoyosi Oyedeji","M","SBD","Raw",20.5,"20-23","MR-O",81.8,"83",142.5,160,175,NA,175,115,-125,125,NA,125,170,185,205,NA,205,505,"10",340.05,346.85,328.34,493.71,"Yes","","USAPL","2016-02-27","USA","MA","Winter Classic",675467,3
"Annabel He","F","SBD","Raw",14.5,"13-15","FR-T1",62.6,"63",75,80,82.5,NA,82.5,47.5,50,-52.5,NA,50,-95,97.5,102.5,NA,102.5,235,"1",253.6,299.25,223.95,402.38,"Yes","","USAPL","2019-03-16","USA","CA","California State Games",679590,3
"Chance Larson","M","SBD","Raw",14.5,"13-15","MR-T1",72.6,"74",115,125,137.5,NA,137.5,85,92.5,97.5,NA,97.5,147.5,165,167.5,NA,167.5,402.5,"1",293.53,346.36,284.15,412.38,"Yes","","USAPL","2019-02-23","USA","WY","Wyoming State Championship",740378,3
"Patrick Mathias","M","SBD","Single-ply",48.5,"45-49","Masters 1",82.2,"82.5",205,215,222.5,NA,222.5,160,165,-170,NA,165,220,230,237.5,NA,237.5,625,"6",419.61,460.31,405.12,529.14,"Yes","France","EPF","2006-07-05","Czechia","","European Masters Powerlifting Championships",772078,3
"Bonnie Rossow","F","SBD","Raw",28.5,"24-34","FR-O",108.4,"84+",110,117.5,125,NA,125,62.5,67.5,70,NA,70,147.5,157.5,165,NA,165,360,"3",293.63,293.63,250.08,502.17,"Yes","","USAPL","2015-12-12","USA","MN","The Senior Powerlifting Championships",707386,3
"Aron Holliday","M","SBD","Wraps",32,"24-34","M_OR_WPC",66.2,"67.5",-150,150,160,NA,160,130,135,137.5,NA,137.5,200,212.5,217.5,NA,217.5,515,"3",403.37,403.37,391.51,592.39,"","UK","WPC","2014-11-10","USA","FL","World Championships",619478,3
"Jian Cai Wu","M","SBD","Raw",19.5,"20-23","MR-T3",72.1,"74",180,190,NA,NA,190,-110,112.5,-115,NA,112.5,215,-220,-220,NA,215,517.5,"2",379.31,390.68,367.25,557.36,"Yes","","USAPL","2015-08-01","USA","NJ","New Jersey State Championships",714596,4
"Andriy Lyakhov","M","SBD","Single-ply",21.5,"20-23","Open",91.85,"93",-277.5,290,-300,NA,290,177.5,-185,-185,NA,177.5,252.5,-262.5,-262.5,NA,252.5,720,"10",455.01,459.56,438.28,563.94,"Yes","","UkrainePF","2011-12-07","Ukraine","","Ukrainian Powerlifting Cup",29925,3
"Nicole Sandomenico","F","BD","Raw",40.5,"40-44","FR-O",55.6,"57",NA,NA,NA,NA,NA,47.5,52.5,-55,NA,52.5,132.5,140,145,NA,145,197.5,"1",233.69,233.69,206.74,NA,"Yes","","USAPL","2016-11-19","USA","","Deadlift and Push-Pull Nationals",691441,8
"Karen Tvedt","F","SBD","Raw",40,"40-44","Masters 40-49",83.91,"84",130,-145,150,NA,150,70,-77.5,-77.5,NA,70,140,150,160,NA,160,380,"1",339.04,339.04,296.43,581.2,"Yes","Norway","NSF","2017-04-28","Norway","","NM Styrkeløft Ungdom/Junior/Veteran utstyrsfritt",563179,3
"Zach Hanson","M","SBD","Raw",13.5,"13-15","MR-T1",68,"74",85,90,100,NA,100,-52.5,60,62.5,NA,62.5,-120,-120,-120,NA,NA,NA,"DQ",NA,NA,NA,NA,"Yes","","USAPL","2016-11-12","USA","AK","SoHi Fall Classic",728861,9
"Steph Finnin","F","SBD","Wraps",22,"20-23","F-OR",65,"67.5",80,87.5,-92.5,NA,87.5,40,42.5,-47.5,NA,42.5,100,-110,-110,NA,100,230,"11",241.29,243.71,212.98,387.64,"","","GPC-AUS","2013-06-14","Australia","","Nationals",498,3
"Vasiliy Shelestov","M","SBD","Raw",39,"35-39","Amateur Open",98.8,"100",215,-225,-225,NA,215,180,185,-190,NA,185,230,-245,NA,NA,230,630,"2",385.29,385.29,370.43,562.51,"Yes","","WPC","2015-09-24","Russia","","Eurasian Championships",1203070,4
"David Fitzgerald","M","BD","Raw",43,"40-44","Open",140,"140",NA,NA,NA,NA,NA,183.7,192.78,-204.12,NA,192.78,272.16,283.5,294.84,NA,294.84,487.61,"1",272.48,280.93,258.15,NA,"","","WPA","2011-05-21","USA","CA","World Championships",64034,8
"Mykola Golubyatnikov","M","SBD","Single-ply",17.5,"18-19","Open",74.5,"75",195,205,NA,NA,205,117.5,-122.5,NA,NA,117.5,225,-230,NA,NA,225,547.5,"3",391.96,415.47,379.2,499.49,"Yes","","UkrainePF","1990-01-17","Ukraine","","Ukrainian Powerlifting Championships",34629,6
"Charlie Chester","F","SBD","Raw",19,"18-19","Juniors",87.07,"84+",150,160,-165,NA,160,60,65,70,NA,70,160,167.5,170,NA,170,400,"3",350.64,364.66,305.68,602.48,"Yes","UK","IPF","2015-06-05","Finland","","World Classic Powerlifting Championships",1027994,3
"Juha Vehkaperä","M","SBD","Raw",38.5,"35-39","Open",91.37,"93",195,202.5,-207.5,NA,202.5,-175,175,-180,NA,175,235,245,250,NA,250,627.5,"9",397.57,397.57,383,588.68,"Yes","Finland","SVNL","2014-03-22","Finland","","Klassisen voimanoston SM-kisat",1016728,3
"Shane Sepac","M","SBD","Raw",24,"24-34","MR-O",105,"105",272.5,-287.5,-287.5,NA,272.5,172.5,180,187.5,NA,187.5,290,305,317.5,NA,317.5,777.5,"5",464.6,464.6,445.81,688.34,"Yes","","USAPL","2017-07-08","USA","GA","5 Bar Showdown",679154,3
"Robert Wood","M","SBD","Single-ply",21.5,"20-23","",60,"60",197.5,212.5,-217.5,NA,212.5,117.5,-125,125,NA,125,197.5,210,217.5,NA,217.5,555,"2",473.35,478.08,461.21,584.24,"","USA","USPF","1995-07-21","USA","","Senior Nationals",110962,3
"Patrick Constantine","M","SBD","Single-ply",35.5,"35-39","Open",51.85,"52",185,-200,200,NA,200,105,110,115,NA,115,200,215,-232.2,NA,215,530,"1",521.66,521.66,512.6,627.48,"Yes","England","CommonwealthPF","2005-09-05","England","","1st Mens Commonwealth Powerlifting Championships",638647,3
"Stephanie King","F","SBD","Single-ply",19.5,"20-23","Juniors",69.1,"75",165,185,-197.5,NA,185,80,87.5,-90,NA,87.5,165,175,185,NA,185,457.5,"2",459.25,473.03,404.94,587.07,"Yes","USA","IPF","2009-09-07","Brazil","","World Sub-Juniors & Juniors Powerlifting Championships",1051243,3
"Matt Muraoka","M","SBD","Single-ply",52.5,"50-54","M-M2",63.5,"66",145,-155,155,NA,155,102.5,110,117.5,NA,117.5,167.5,175,-182.5,NA,175,447.5,"1",362.97,422.85,352.82,465.45,"Yes","","USAPL","2018-05-18","USA","WA","Open Nationals",722633,3
"Phillip Wade","M","SBD","Raw",29.5,"24-34","Open",71.75,"74",160,170,175,NA,175,95,102.5,-107.5,NA,102.5,170,180,-185,NA,180,457.5,"2",336.53,336.53,325.88,484.73,"Yes","","PA","2016-03-05","Australia","QLD","North Queensland Open",214119,3
"Petr Korolev","M","SBD","Raw",17.5,"18-19","Sub-Juniors",65.5,"66",170,180,185,NA,185,95,100,105,NA,105,190,200,-205,NA,200,490,"4",387.17,410.4,375.92,564.33,"Yes","Russia","IPF","2015-06-05","Finland","","World Classic Powerlifting Championships",1027474,3
"Hannu Kopola","M","SBD","Single-ply",25.5,"24-34","Open",109.92,"110",335,345,-347.5,NA,345,-217.5,-217.5,217.5,NA,217.5,335,342.5,-350,NA,342.5,905,"6",532.71,532.71,510.31,631.81,"Yes","Finland","IPF","2004-11-09","South Africa","","Men's World Powerlifting Championships",1038860,3
"Krzysztof Tur","M","SBD","Wraps",51,"50-54","M 50-54",89.5,"90",205,215,226,NA,226,140,150,155,NA,155,225,235,240,NA,240,621,"1",397.57,456.02,383.18,589.66,"","Poland","WUAP","2018-10-15","Slovakia","","World Championships",648610,3
"Hilary Lederer","F","SBD","Raw",29,"24-34","F_OR_APF",73.4,"75",72.5,77.5,82.5,NA,82.5,47.5,52.5,57.5,NA,57.5,95,100,110,NA,110,250,"5",240.95,240.95,212.11,403.1,"","","CPF","2016-01-30","Canada","ON","Quantum Pro Raw Classic",1222721,3
"Raul Ivičić","M","SBD","Raw",29.5,"24-34","Open",99.4,"105",195,207.5,-215,NA,207.5,127.5,135,140,NA,140,220,230,NA,NA,230,577.5,"4",352.31,352.31,338.66,506.62,"Yes","","HPLS","2018-06-16","Croatia","","III. Kup Hrvatske u powerliftingu & bench pressu",1355166,4
"Kevin Vierig","M","SBD","Raw",21.5,"20-23","Open",94.9,"105",200,215,220,NA,220,120,130,135,NA,135,240,-250,-250,NA,240,595,"7",370.28,373.99,356.38,540.29,"Yes","","BVDK","2014-09-19","Germany","BB","DM RAW KDK",13593,3
"Nara Petrosyan","F","SBD","Wraps",23,"20-23","Amateur Tested Juniors 20-23",58.7,"60",-105,-110,110,NA,110,-55,55,57.5,NA,57.5,105,-107.5,107.5,NA,107.5,275,"1",311.86,311.86,275.63,487.71,"","Russia","WRPF","2015-12-03","Russia","","World Championships",803150,3
"Alisa Thia","F","SBD","Raw",26,"24-34","Open",68.1,"72",115,122.5,127.5,NA,127.5,60,67.5,72.5,NA,72.5,115,122.5,130,NA,130,330,"1",334.68,334.68,295.19,550.6,"Yes","","NZPF","2019-03-23","New Zealand","WGN","Masterton Club Competition",925530,3
"Armin Seynstahl","M","SBD","Single-ply",24,"24-34","Open",72.6,"74",-210,215,-225,NA,215,125,-130,132.5,NA,132.5,220,232.5,237.5,NA,237.5,585,"10",426.62,426.62,412.98,538.09,"Yes","","BVDK","2016-03-12","Germany","","2. Runde Bundesliga Kraftdreikampf",17615,3
"John S. Jones Jr","M","SBD","Raw",31.5,"24-34","MR-O",115,"120",227.5,240,250,NA,250,182.5,190,-195,NA,190,277.5,280,285,NA,285,725,"2",421.26,421.26,402.8,603.09,"Yes","","USAPL","2018-06-23","USA","LA","Calcasieu Cup",668542,3
"Jan Edvard Jensen","M","SBD","Single-ply",48.5,"45-49","Masters 40-49",89,"90",150,165,175,NA,175,120,130,-135,NA,130,170,190,210,NA,210,515,"1",330.67,362.74,318.73,426.84,"Yes","Norway","NSF","2008-12-13","Norway","","Klubbstevne",575247,3
"Cameron Andrews","M","SBD","Raw",16.5,"16-17","Sub-Juniors",82.3,"83",-187.5,187.5,-192.5,NA,187.5,112.5,-117.5,-117.5,NA,112.5,185,195,-205,NA,195,495,"1",332.09,358.65,320.61,480.16,"Yes","New Zealand","NZPF","2013-09-03","New Zealand","CAN","New Zealand Raw Powerlifting Championships",927853,3
"Susan Rinn","F","SBD","Multi-ply",41,"40-44","Open",52.6,"56",150,160,-167.5,NA,160,100,105,110,NA,110,127.5,137.5,-150,NA,137.5,407.5,"1",503.51,508.55,446.13,598.88,"","USA","APF","2004-06-05","USA","LA","Senior Nationals",123710,3
"Pavel Korzhenko","M","SBD","Single-ply",47.5,"45-49","Masters 1",130.25,"125+",-150,150,-180,NA,150,125,-135,140,NA,140,150,170,-180,NA,170,460,"2",260.08,281.41,247.24,321.04,"Yes","","UkrainePF","2002-04-04","Ukraine","","Ukrainian Masters Powerlifting Championships",26529,3
"Alvin Ueunten","M","SBD","Raw",47.5,"45-49","MR-M1b",90.4,"93",180,190,195,NA,195,137.5,145,150,NA,150,215,225,NA,NA,225,570,"1",363.07,392.84,349.85,530.72,"Yes","","USAPL","2017-04-29","USA","CO","Gorilla Warfare",734955,4
"Kaitlyn Sankey","F","SBD","Raw",22.5,"20-23","FR-Jr",82.25,"84",125,135,140,NA,140,50,-52.5,52.5,NA,52.5,125,140,-150,NA,140,332.5,"2",299.71,299.71,262.4,513.26,"Yes","","USAPL","2019-01-19","USA","WI","WI State Championship",677360,3
"Mykola Golovan","M","SBD","Single-ply",46.5,"45-49","Open",118,"125",-250,-250,-260,NA,NA,-150,150,-160,NA,150,250,265,-267.5,NA,265,NA,"DQ",NA,NA,NA,NA,"Yes","Ukraine","UkrainePF","2008-02-18","Ukraine","","Ukrainian Powerlifting Championships",41057,9
"Darya Isaeva","F","SBD","Multi-ply",20,"20-23","J 20-23",54.2,"56",-140,140,150,NA,150,70,-75,75,NA,75,110,120,-130,NA,120,345,"2",416.45,428.94,368.65,515.92,"","","WPC","2008-07-31","Russia","","Eurasian Championships",1248234,3
"Rasmus L Jørgensen","M","SBD","Raw",22.5,"20-23","Juniors",82.36,"83",202.5,212.5,-222.5,NA,212.5,142.5,150,155,NA,155,217.5,232.5,242.5,NA,242.5,610,"2",409.06,409.06,394.92,611.1,"Yes","","DSF","2017-04-14","Denmark","","DM Klassisk",551151,3
"Daniel Tatarka","M","SBD","Multi-ply",31,"24-34","O",79.2,"82.5",260,-280,280,NA,280,160,180,-200,NA,180,220,240,250,NA,250,710,"1",487.82,487.82,471.33,606.25,"","Slovakia","WPC","2014-11-25","Slovakia","","World Cup",1242545,3
"Eugeny Popov","M","SBD","Single-ply",39.5,"35-39","",154.7,"125+",-335,-355,355,NA,355,225,-230,-230,NA,225,360,-370,-370,NA,360,940,"4",517.83,517.83,488.31,559.17,"Yes","Bulgaria","IPF","1995-11-15","Finland","","Men's World Powerlifting Championships",113694,3
"Evgenia Gilinskaya","F","SBD","Wraps",28,"24-34","F_OR_WPC",51.6,"52",110,120,125,NA,125,70,75,-80,NA,75,125,130,145,NA,145,345,"1",432.66,432.66,383.63,661.25,"","Kazakhstan","WPC","2014-11-10","USA","FL","World Championships",619646,3
"Patrick Vuong","M","SBD","Raw",18.5,"18-19","Open",71.14,"74",162.5,-170,170,NA,170,95,-100,-100,NA,95,200,215,-230,NA,215,480,"3",355.34,369.55,344.16,516.14,"Yes","Australia","PA","2016-07-24","Australia","NSW","Battle of the Titans",209285,3
"蜂須 貢","M","SBD","Raw",66,"65-69","Masters 3",65.5,"66",150,165,172.5,NA,172.5,115,122.5,-130.5,NA,122.5,170,180,185,NA,185,480,"1",379.27,573.07,368.25,551.08,"Yes","","JPA","2016-09-17","Japan","","Japanese Masters Classic Powerlifting Championships",62162,3
"Jeffery Raymond","M","SBD","Raw",28.5,"24-34","MR-O",93,"93",180,190,-200,NA,190,137.5,145,-147.5,NA,145,215,227.5,232.5,NA,232.5,567.5,"8",356.5,356.5,343.29,518.21,"Yes","","USAPL","2017-04-29","USA","TN","Tennessee State Championship",660256,3
"Oleksandr Loginov","M","SBD","Single-ply",63.5,"60-64","Masters 3",77.2,"82.5",150,170,-180,NA,170,90,100,-102.5,NA,100,180,190,200,NA,200,470,"1",328.37,466.61,317.44,428.16,"Yes","Ukraine","UkrainePF","2002-04-04","Ukraine","","Ukrainian Masters Powerlifting Championships",26547,3
"Igor Lomov","M","SBD","Raw",38,"35-39","O",135.3,"140",-280,280,300,310,300,210,220,230,237.5,230,300,312.5,-320,NA,312.5,842.5,"2",473.29,473.29,449.1,654,"","Russia","WPC","2009-10-01","Russia","","Raw World Championships",1248926,1
"Evgeniy Gavrilov","M","SBD","Multi-ply",24,"24-34","O",99.1,"100",330,-342.5,NA,NA,330,-190,-200,200,NA,200,290,-310,-310,NA,290,820,"2",500.87,500.87,481.5,608.95,"","Russia","WPC","2008-07-31","Russia","","Eurasian Championships",1248258,4
"Ashiga Arumugam","F","SBD","Single-ply",13.5,"13-15","Sub-Juniors",41.55,"43",-80,80,-100,NA,80,25,30,35,NA,35,80,95,-105,NA,95,210,"1",306.73,377.27,277.16,394.03,"Yes","India","IPF","2018-09-03","South Africa","","World Juniors & Sub-Juniors Championships",1032674,3
"Rosen Marinov","M","SBD","Raw",27,"24-34","M-O",96.4,"100",270,285,295,NA,295,160,180,190,NA,190,280,300,-310,NA,300,785,"1",485.13,485.13,466.72,732.72,"","Bulgaria","WPC","2017-07-03","Finland","","European Championships",633663,3
"Teanna Watts","F","SBD","Raw",24,"24-34","F-SR",79.4,"84",-105,110,115,NA,115,55,57.5,-60,NA,57.5,140,145,150,NA,150,322.5,"3",296.34,296.34,259.99,504.81,"Yes","Ireland","IrishPF","2016-02-27","Ireland","","National Championships",1421402,3
"Katie Lin","F","SBD","Raw",26.5,"24-34","Open",61.8,"63",125,132.5,-137.5,NA,132.5,65,67.5,70,NA,70,142.5,150,-155,NA,150,352.5,"3",384.15,384.15,339.29,616.03,"Yes","New Zealand","NZPF","2016-04-01","New Zealand","AKL","Auckland Powerlifting Championships",935050,3
"Erik Lobatch","M","SBD","Raw",21,"20-23","M_JR_AAPF",88.3,"90",175,185,192.5,NA,192.5,115,122.5,-127.5,NA,122.5,207.5,222.5,230,NA,230,545,"3",351.38,358.41,338.76,511.77,"","","CPF","2017-07-08","Canada","ON","2nd Annual Forge Powerlifting Classic",1222496,3
"Dennis Trinh","M","SBD","Raw",24.5,"24-34","MR-O",71.62,"74",182.5,200,212.5,NA,212.5,115,130,142.5,NA,142.5,200,220,235,NA,235,590,"1",434.58,434.58,420.84,650.58,"Yes","","USAPL","2019-03-24","USA","MA","Baystate Athletic Club Series Meet 2",740796,3
"Lyudmila Gaiduchenko","F","SBD","Single-ply",24.5,"24-34","",80.2,"82.5",150,160,167.5,NA,167.5,105,110,-115,NA,110,185,195,-205,NA,195,NA,"DD",NA,NA,NA,NA,"Yes","Ukraine","FPR","1991-02-28","Russia","","USSR Championships",145501,8
"Justice Dilley","M","SBD","Raw",15.5,"16-17","MR-O",51.5,"52",-102.5,-112.5,-112.5,NA,NA,70,-72.5,-72.5,NA,70,125,-142.5,-147.5,NA,125,NA,"DQ",NA,NA,NA,NA,"Yes","","USAPL","2018-03-11","USA","WI","WHSPA State Championship",709394,9
"Katarina Skirkanicova","F","SBD","Single-ply",16.5,"16-17","Juniors",42.4,"44",105,-117.5,117.5,NA,117.5,45,52.5,-57.5,NA,52.5,100,110,115,NA,115,285,"1",411.08,443.96,370.39,495.31,"Yes","Slovakia","EPF","2007-06-12","Bulgaria","","European Juniors Powerlifting Championships",773645,3
"Joni Tajakka","M","SBD","Raw",24.5,"24-34","Open",82.75,"83",-190,190,-210,NA,190,160,170,-175,NA,170,200,210,-215,NA,210,570,"1",381.16,381.16,367.95,563.61,"Yes","","SVNL","2017-04-29","Finland","","Kansallinen klassinen voimanosto",1000850,3
"José Luis Mendoza","M","SBD","Raw",33.5,"24-34","Open",91.1,"93",220,-230,230,NA,230,-140,140,-150,NA,140,230,240,-250,NA,240,610,"2",387.05,387.05,372.89,571.01,"Yes","","FEMEPO","2016-03-19","Mexico","GT","Campeonato Nacional",1423064,3
"Andrew Rodney","M","SBD","Raw",49,"45-49","M-C-Open",120,"120",240,NA,NA,NA,240,170,180,NA,NA,180,280,-302.5,NA,NA,280,700,"2",402.44,447.92,384.08,565.43,"Yes","","EPA","2015-01-25","England","","East Midlands Classic",230658,7
"工藤 芳裕","M","SBD","Single-ply",41,"40-44","Open",85.55,"90",135,145,150,NA,150,100,110,115,NA,115,160,180,190,NA,190,455,"3",298.46,301.44,287.92,392.33,"Yes","","JPA","2000-09-24","Japan","","Japanese Business Team Powerlifting Championships",61462,3
"Noah Weber","M","SBD","Raw",17.5,"18-19","MR-T3",71.3,"74",182.5,202.5,210,NA,210,100,110,-117.5,NA,110,205,-225,NA,NA,205,525,"1",388,411.28,375.77,571.5,"Yes","","USAPL","2016-07-23","USA","WA","Washington State Junior & Collegiate Open",726166,4
"Vladyslav Fesun","M","SBD","Multi-ply",40,"40-44","M1",110,"110",180,NA,NA,NA,180,80,NA,NA,NA,80,180,NA,NA,NA,180,440,"1",258.94,258.94,248.04,334.49,"","Ukraine","WPC-UKR","2007-09-22","Ukraine","","Ukrainian Powerlifting & Bench Press Cup",640162,9
